First name,Family name,Country,Entry ,Time,Event,full_name,name_country,found_easy,possible_match,match_correct,new_swimmer,time_hundredths
Lauren ,Boyle ,NZL,A ,04:03.9,Women's 400 Freestyle,Lauren Boyle,Lauren Boyle NZL,TRUE,,FALSE,FALSE,24390
Lauren ,Boyle ,NZL,A ,08:17.6,Women's 800 Freestyle,Lauren Boyle,Lauren Boyle NZL,TRUE,,FALSE,FALSE,49760
Anja ,Klinar ,SLO,A ,04:06.3,Women's 400 Freestyle,Anja Klinar,Anja Klinar SLO,TRUE,,FALSE,FALSE,24630
Anja ,Klinar ,SLO,A ,08:25.7,Women's 800 Freestyle,Anja Klinar,Anja Klinar SLO,TRUE,,FALSE,FALSE,50570
Anja ,Klinar ,SLO,A ,02:08.5,Women's 200 Butterfly,Anja Klinar,Anja Klinar SLO,TRUE,,FALSE,FALSE,12850
Anja ,Klinar ,SLO,A ,04:38.4,Women's 400 Individual Medley,Anja Klinar,Anja Klinar SLO,TRUE,,FALSE,FALSE,27840
Leah ,Smith ,USA,A ,04:00.7,Women's 400 Freestyle,Leah Smith,Leah Smith USA,TRUE,,FALSE,FALSE,24070
Leah ,Smith ,USA,A ,08:20.2,Women's 800 Freestyle,Leah Smith,Leah Smith USA,TRUE,,FALSE,FALSE,50020
Andreina ,Pinto Perez ,VEN,A ,04:07.2,Women's 400 Freestyle,Andreina Pinto Perez,Andreina Pinto Perez VEN,FALSE,Andre Pinto Perez VEN,TRUE,FALSE,24720
Andreina ,Pinto Perez ,VEN,A ,08:31.1,Women's 800 Freestyle,Andreina Pinto Perez,Andreina Pinto Perez VEN,FALSE,Andre Pinto Perez VEN,TRUE,FALSE,51110
Kristel ,Kobrich ,CHI,B ,04:14.8,Women's 400 Freestyle,Kristel Kobrich,Kristel Kobrich CHI,TRUE,,FALSE,FALSE,25480
Kristel ,Kobrich ,CHI,A ,08:29.8,Women's 800 Freestyle,Kristel Kobrich,Kristel Kobrich CHI,TRUE,,FALSE,FALSE,50980
Valerie ,Gruest ,GUA,B ,04:10.8,Women's 400 Freestyle,Valerie Gruest,Valerie Gruest GUA,TRUE,,FALSE,FALSE,25080
Valerie ,Gruest ,GUA,A ,08:33.3,Women's 800 Freestyle,Valerie Gruest,Valerie Gruest GUA,TRUE,,FALSE,FALSE,51329
Yawen ,Hou ,CHN,A ,08:26.8,Women's 800 Freestyle,Yawen Hou,Yawen Hou CHN,TRUE,,FALSE,FALSE,50680
Maria ,Vilas Vidal ,ESP,A ,08:26.6,Women's 800 Freestyle,Maria Vilas Vidal,Maria Vilas Vidal ESP,TRUE,,FALSE,FALSE,50660
Maria ,Vilas Vidal ,ESP,A ,04:38.8,Women's 400 Individual Medley,Maria Vilas Vidal,Maria Vilas Vidal ESP,TRUE,,FALSE,FALSE,27879
Camilla ,Hattersley ,GBR,A ,08:31.0,Women's 800 Freestyle,Camilla Hattersley,Camilla Hattersley GBR,TRUE,,FALSE,FALSE,51100
Leonie Antonia ,Beck ,GER,A ,08:28.4,Women's 800 Freestyle,Leonie Antonia Beck,Leonie Antonia Beck GER,TRUE,,FALSE,FALSE,50840
Eva ,Risztov ,HUN,A ,08:33.3,Women's 800 Freestyle,Eva Risztov,Eva Risztov HUN,TRUE,,FALSE,FALSE,51329
Martina ,De Memme ,ITA,A ,08:31.8,Women's 800 Freestyle,Martina De Memme,Martina De Memme ITA,TRUE,,FALSE,FALSE,51180
Emma ,Robinson ,NZL,A ,08:31.3,Women's 800 Freestyle,Emma Robinson,Emma Robinson NZL,TRUE,,FALSE,FALSE,51130
Tjasa ,Oder ,SLO,A ,08:25.6,Women's 800 Freestyle,Tjasa Oder,Tjasa Oder SLO,TRUE,,FALSE,FALSE,50560
Tamila ,Holub ,POR,B ,08:36.2,Women's 800 Freestyle,Tamila Holub,Tamila Holub POR,FALSE,Tamila Hryhorivna Holub POR,TRUE,FALSE,51620
Emily ,Seebohm ,AUS,A ,58.26,Women's 100 Backstroke,Emily Seebohm,Emily Seebohm AUS,TRUE,,FALSE,FALSE,5826
Emily ,Seebohm ,AUS,A ,02:05.8,Women's 200 Backstroke,Emily Seebohm,Emily Seebohm AUS,TRUE,,FALSE,FALSE,12580
Madison ,Wilson ,AUS,A ,58.75,Women's 100 Backstroke,Madison Wilson,Madison Wilson AUS,TRUE,,FALSE,FALSE,5875
Dominique ,Bouchard ,CAN,A ,59.8,Women's 100 Backstroke,Dominique Bouchard,Dominique Bouchard CAN,TRUE,,FALSE,FALSE,5980
Dominique ,Bouchard ,CAN,A ,02:08.2,Women's 200 Backstroke,Dominique Bouchard,Dominique Bouchard CAN,TRUE,,FALSE,FALSE,12819
Kylie ,Masse ,CAN,A ,59.06,Women's 100 Backstroke,Kylie Masse,Kylie Masse CAN,TRUE,,FALSE,FALSE,5906
Yuanhui ,Fu ,CHN,A ,59.02,Women's 100 Backstroke,Yuanhui Fu,Yuanhui Fu CHN,TRUE,,FALSE,FALSE,5902
Xueer ,Wang ,CHN,A ,59.82,Women's 100 Backstroke,Xueer Wang,Xueer Wang CHN,TRUE,,FALSE,FALSE,5982
Mie ,Nielsen ,DEN,A ,58.73,Women's 100 Backstroke,Mie Nielsen,Mie Nielsen DEN,TRUE,,FALSE,FALSE,5873
Georgia ,Davies ,GBR,A ,59.64,Women's 100 Backstroke,Georgia Davies,Georgia Davies GBR,TRUE,,FALSE,FALSE,5964
Katinka ,Hosszu ,HUN,A ,58.78,Women's 100 Backstroke,Katinka Hosszu,Katinka Hosszu HUN,TRUE,,FALSE,FALSE,5878
Katinka ,Hosszu ,HUN,A ,02:06.2,Women's 200 Backstroke,Katinka Hosszu,Katinka Hosszu HUN,TRUE,,FALSE,FALSE,12620
Katinka ,Hosszu ,HUN,A ,02:07.1,Women's 200 Butterfly,Katinka Hosszu,Katinka Hosszu HUN,TRUE,,FALSE,FALSE,12710
Katinka ,Hosszu ,HUN,A ,02:06.1,Women's 200 Individual Medley,Katinka Hosszu,Katinka Hosszu HUN,TRUE,,FALSE,FALSE,12610
Katinka ,Hosszu ,HUN,A ,04:29.9,Women's 400 Individual Medley,Katinka Hosszu,Katinka Hosszu HUN,TRUE,,FALSE,FALSE,26990
Eyglo ,Gustafsdottir ,ISL,A ,01:00.3,Women's 100 Backstroke,Eyglo Gustafsdottir,Eyglo Gustafsdottir ISL,TRUE,,FALSE,FALSE,6030
Eyglo ,Gustafsdottir ,ISL,A ,02:09.0,Women's 200 Backstroke,Eyglo Gustafsdottir,Eyglo Gustafsdottir ISL,TRUE,,FALSE,FALSE,12900
Natsumi ,Sakai ,JPN,A ,01:00.1,Women's 100 Backstroke,Natsumi Sakai,Natsumi Sakai JPN,TRUE,,FALSE,FALSE,6010
Natsumi ,Sakai ,JPN,A ,02:10.0,Women's 200 Backstroke,Natsumi Sakai,Natsumi Sakai JPN,TRUE,,FALSE,FALSE,13000
Kira ,Toussaint ,NED,A ,01:00.3,Women's 100 Backstroke,Kira Toussaint,Kira Toussaint NED,TRUE,,FALSE,FALSE,6030
Anastasia ,Fesikova ,RUS,A ,59.55,Women's 100 Backstroke,Anastasia Fesikova,Anastasia Fesikova RUS,TRUE,,FALSE,FALSE,5955
Anastasia ,Fesikova ,RUS,A ,02:08.7,Women's 200 Backstroke,Anastasia Fesikova,Anastasia Fesikova RUS,TRUE,,FALSE,FALSE,12869
Katarina ,Listopadova ,SVK,A ,01:00.2,Women's 100 Backstroke,Katarina Listopadova,Katarina Listopadova SVK,TRUE,,FALSE,FALSE,6020
Katarina ,Listopadova ,SVK,A ,58.37,Women's 100 Butterfly,Katarina Listopadova,Katarina Listopadova SVK,TRUE,,FALSE,FALSE,5837
Olivia ,Smoliga ,USA,A ,59.02,Women's 100 Backstroke,Olivia Smoliga,Olivia Smoliga USA,TRUE,,FALSE,FALSE,5902
Kathleen ,Baker ,USA,A ,59.29,Women's 100 Backstroke,Kathleen Baker,Kathleen Baker USA,TRUE,,FALSE,FALSE,5929
Kirsty ,Coventry ,ZIM,A ,01:00.1,Women's 100 Backstroke,Kirsty Coventry,Kirsty Coventry ZIM,TRUE,,FALSE,FALSE,6010
Kirsty ,Coventry ,ZIM,A ,02:09.1,Women's 200 Backstroke,Kirsty Coventry,Kirsty Coventry ZIM,TRUE,,FALSE,FALSE,12910
Kirsty ,Coventry ,ZIM,A ,02:12.3,Women's 200 Individual Medley,Kirsty Coventry,Kirsty Coventry ZIM,TRUE,,FALSE,FALSE,13230
Matea ,Samardzic ,CRO,B ,01:00.4,Women's 100 Backstroke,Matea Samardzic,Matea Samardzic CRO,TRUE,,FALSE,FALSE,6040
Matea ,Samardzic ,CRO,A ,02:09.2,Women's 200 Backstroke,Matea Samardzic,Matea Samardzic CRO,TRUE,,FALSE,FALSE,12919
Matea ,Samardzic ,CRO,B ,04:44.6,Women's 400 Individual Medley,Matea Samardzic,Matea Samardzic CRO,TRUE,,FALSE,FALSE,28460
Simona ,Baumrtova ,CZE,B ,01:00.5,Women's 100 Backstroke,Simona Baumrtova,Simona Baumrtova CZE,TRUE,,FALSE,FALSE,6050
Simona ,Baumrtova ,CZE,A ,02:10.5,Women's 200 Backstroke,Simona Baumrtova,Simona Baumrtova CZE,TRUE,,FALSE,FALSE,13050
Simona ,Baumrtova ,CZE,A ,02:14.1,Women's 200 Individual Medley,Simona Baumrtova,Simona Baumrtova CZE,TRUE,,FALSE,FALSE,13410
Duane ,Da Rocha Marce ,ESP,B ,01:00.3,Women's 100 Backstroke,Duane Da Rocha Marce,Duane Da Rocha Marce ESP,TRUE,,FALSE,FALSE,6030
Duane ,Da Rocha Marce ,ESP,A ,02:09.8,Women's 200 Backstroke,Duane Da Rocha Marce,Duane Da Rocha Marce ESP,TRUE,,FALSE,FALSE,12980
Mimosa ,Jallow ,FIN,B ,01:00.4,Women's 100 Backstroke,Mimosa Jallow,Mimosa Jallow FIN,TRUE,,FALSE,FALSE,6040
Claudia ,Lau ,HKG,B ,01:01.8,Women's 100 Backstroke,Claudia Lau,Claudia Lau HKG,TRUE,,FALSE,FALSE,6180
Claudia ,Lau ,HKG,A ,02:09.3,Women's 200 Backstroke,Claudia Lau,Claudia Lau HKG,TRUE,,FALSE,FALSE,12930
Alicja ,Tchorz ,POL,B ,01:00.6,Women's 100 Backstroke,Alicja Tchorz,Alicja Tchorz POL,TRUE,,FALSE,FALSE,6060
Alicja ,Tchorz ,POL,A ,02:10.0,Women's 200 Backstroke,Alicja Tchorz,Alicja Tchorz POL,TRUE,,FALSE,FALSE,13000
Belinda ,Hocking ,AUS,A ,02:06.5,Women's 200 Backstroke,Belinda Hocking,Belinda Hocking AUS,TRUE,,FALSE,FALSE,12650
Hilary ,Caldwell ,CAN,A ,02:08.0,Women's 200 Backstroke,Hilary Caldwell,Hilary Caldwell CAN,TRUE,,FALSE,FALSE,12800
Jie ,Chen ,CHN,A ,02:09.6,Women's 200 Backstroke,Jie Chen,Jie Chen CHN,TRUE,,FALSE,FALSE,12960
Yaxin ,LIU ,CHN,A ,02:09.4,Women's 200 Backstroke,Yaxin LIU,Yaxin LIU CHN,TRUE,,FALSE,FALSE,12940
Africa ,Zamorano ,ESP,A ,02:10.0,Women's 200 Backstroke,Africa Zamorano,Africa Zamorano ESP,TRUE,,FALSE,FALSE,13000
Africa ,Zamorano ,ESP,A ,02:13.3,Women's 200 Individual Medley,Africa Zamorano,Africa Zamorano ESP,TRUE,,FALSE,FALSE,13330
Lisa ,Graf ,GER,A ,02:09.0,Women's 200 Backstroke,Lisa Graf,Lisa Graf GER,TRUE,,FALSE,FALSE,12900
Jenny ,Mensing ,GER,A ,02:08.5,Women's 200 Backstroke,Jenny Mensing,Jenny Mensing GER,TRUE,,FALSE,FALSE,12850
Reka ,Gyorgy ,HUN,A ,02:09.6,Women's 200 Backstroke,Reka Gyorgy,Reka Gyorgy HUN,TRUE,,FALSE,FALSE,12960
Margherita ,Panziera ,ITA,A ,02:09.5,Women's 200 Backstroke,Margherita Panziera,Margherita Panziera ITA,TRUE,,FALSE,FALSE,12950
Daryna ,Zevina ,UKR,A ,02:07.5,Women's 200 Backstroke,Daryna Zevina,Daryna Zevina UKR,TRUE,,FALSE,FALSE,12750
Maya ,Dirado ,USA,A ,02:06.9,Women's 200 Backstroke,Maya Dirado,Maya Dirado USA,FALSE,Maya DiRado USA,TRUE,FALSE,12690
Maya ,Dirado ,USA,A ,02:09.0,Women's 200 Individual Medley,Maya Dirado,Maya Dirado USA,FALSE,Maya DiRado USA,TRUE,FALSE,12900
Maya ,Dirado ,USA,A ,04:31.7,Women's 400 Individual Medley,Maya Dirado,Maya Dirado USA,FALSE,Maya DiRado USA,TRUE,FALSE,27170
Martina ,Van Berkel ,SUI,B ,02:13.6,Women's 200 Backstroke,Martina Van Berkel,Martina Van Berkel SUI,TRUE,,FALSE,FALSE,13360
Martina ,Van Berkel ,SUI,A ,02:08.5,Women's 200 Butterfly,Martina Van Berkel,Martina Van Berkel SUI,TRUE,,FALSE,FALSE,12850
Martina ,Van Berkel ,SUI,B ,04:46.0,Women's 400 Individual Medley,Martina Van Berkel,Martina Van Berkel SUI,TRUE,,FALSE,FALSE,28600
Ekaterina ,Avramova ,TUR,B ,02:11.2,Women's 200 Backstroke,Ekaterina Avramova,Ekaterina Avramova TUR,TRUE,,FALSE,FALSE,13120
Georgia ,Bohl ,AUS,A ,01:06.1,Women's 100 Breaststroke,Georgia Bohl,Georgia Bohl AUS,TRUE,,FALSE,FALSE,6610
Georgia ,Bohl ,AUS,A ,02:24.0,Women's 200 Breaststroke,Georgia Bohl,Georgia Bohl AUS,TRUE,,FALSE,FALSE,14400
Taylor ,McKeown ,AUS,A ,01:06.7,Women's 100 Breaststroke,Taylor McKeown,Taylor McKeown AUS,TRUE,,FALSE,FALSE,6670
Taylor ,McKeown ,AUS,A ,02:21.4,Women's 200 Breaststroke,Taylor McKeown,Taylor McKeown AUS,TRUE,,FALSE,FALSE,14140
Fanny ,Lecluyse ,BEL,A ,01:07.3,Women's 100 Breaststroke,Fanny Lecluyse,Fanny Lecluyse BEL,TRUE,,FALSE,FALSE,6730
Fanny ,Lecluyse ,BEL,A ,02:23.8,Women's 200 Breaststroke,Fanny Lecluyse,Fanny Lecluyse BEL,TRUE,,FALSE,FALSE,14380
Rachel ,Nicol ,CAN,A ,01:06.9,Women's 100 Breaststroke,Rachel Nicol,Rachel Nicol CAN,TRUE,,FALSE,FALSE,6690
Kierra ,Smith ,CAN,A ,01:06.9,Women's 100 Breaststroke,Kierra Smith,Kierra Smith CAN,TRUE,,FALSE,FALSE,6690
Kierra ,Smith ,CAN,A ,02:22.8,Women's 200 Breaststroke,Kierra Smith,Kierra Smith CAN,TRUE,,FALSE,FALSE,14280
Jinglin ,Shi ,CHN,A ,01:06.3,Women's 100 Breaststroke,Jinglin Shi,Jinglin Shi CHN,TRUE,,FALSE,FALSE,6630
Jinglin ,Shi ,CHN,A ,02:22.1,Women's 200 Breaststroke,Jinglin Shi,Jinglin Shi CHN,TRUE,,FALSE,FALSE,14210
Xinyu ,Zhang ,CHN,A ,01:07.4,Women's 100 Breaststroke,Xinyu Zhang,Xinyu Zhang CHN,TRUE,,FALSE,FALSE,6740
Rikke ,Pedersen ,DEN,A ,01:07.0,Women's 100 Breaststroke,Rikke Pedersen,Rikke Pedersen DEN,TRUE,,FALSE,FALSE,6700
Rikke ,Pedersen ,DEN,A ,02:21.6,Women's 200 Breaststroke,Rikke Pedersen,Rikke Pedersen DEN,TRUE,,FALSE,FALSE,14160
Jessica ,Vall ,ESP,A ,01:07.1,Women's 100 Breaststroke,Jessica Vall,Jessica Vall ESP,TRUE,,FALSE,FALSE,6710
Jessica ,Vall ,ESP,A ,02:22.6,Women's 200 Breaststroke,Jessica Vall,Jessica Vall ESP,TRUE,,FALSE,FALSE,14260
Jenna ,Laukkanen ,FIN,A ,01:07.6,Women's 100 Breaststroke,Jenna Laukkanen,Jenna Laukkanen FIN,TRUE,,FALSE,FALSE,6760
Jenna ,Laukkanen ,FIN,A ,02:25.5,Women's 200 Breaststroke,Jenna Laukkanen,Jenna Laukkanen FIN,TRUE,,FALSE,FALSE,14550
Molly ,Renshaw ,GBR,A ,01:07.8,Women's 100 Breaststroke,Molly Renshaw,Molly Renshaw GBR,TRUE,,FALSE,FALSE,6780
Molly ,Renshaw ,GBR,A ,02:23.2,Women's 200 Breaststroke,Molly Renshaw,Molly Renshaw GBR,TRUE,,FALSE,FALSE,14320
Chloe ,Tutton ,GBR,A ,01:07.5,Women's 100 Breaststroke,Chloe Tutton,Chloe Tutton GBR,TRUE,,FALSE,FALSE,6750
Chloe ,Tutton ,GBR,A ,02:22.3,Women's 200 Breaststroke,Chloe Tutton,Chloe Tutton GBR,TRUE,,FALSE,FALSE,14230
Yvette ,Kong ,HKG,A ,01:07.7,Women's 100 Breaststroke,Yvette Kong,Yvette Kong HKG,TRUE,,FALSE,FALSE,6770
Yvette ,Kong ,HKG,B ,02:28.0,Women's 200 Breaststroke,Yvette Kong,Yvette Kong HKG,TRUE,,FALSE,FALSE,14800
Fiona ,Doyle ,IRL,A ,01:07.2,Women's 100 Breaststroke,Fiona Doyle,Fiona Doyle IRL,TRUE,,FALSE,FALSE,6720
Fiona ,Doyle ,IRL,B ,02:28.7,Women's 200 Breaststroke,Fiona Doyle,Fiona Doyle IRL,TRUE,,FALSE,FALSE,14870
Hilda ,Luthersdottir ,ISL,A ,01:06.5,Women's 100 Breaststroke,Hilda Luthersdottir,Hilda Luthersdottir ISL,FALSE,Hrafnhildur Luthersdottir ISL,TRUE,FALSE,6650
Amit ,Ivri ,ISR,A ,01:07.7,Women's 100 Breaststroke,Amit Ivri,Amit Ivri ISR,FALSE,,FALSE,TRUE,6770
Amit ,Ivri ,ISR,B ,02:29.6,Women's 200 Breaststroke,Amit Ivri,Amit Ivri ISR,FALSE,,FALSE,TRUE,14960
Amit ,Ivri ,ISR,B ,02:15.8,Women's 200 Individual Medley,Amit Ivri,Amit Ivri ISR,FALSE,,FALSE,TRUE,13580
Martina ,Carraro ,ITA,A ,01:06.4,Women's 100 Breaststroke,Martina Carraro,Martina Carraro ITA,TRUE,,FALSE,FALSE,6640
Arianna ,Castiglioni ,ITA,A ,01:06.9,Women's 100 Breaststroke,Arianna Castiglioni,Arianna Castiglioni ITA,TRUE,,FALSE,FALSE,6690
Alia ,Atkinson ,JAM,A ,01:05.9,Women's 100 Breaststroke,Alia Atkinson,Alia Atkinson JAM,TRUE,,FALSE,FALSE,6590
Satomi ,Suzuki ,JPN,A ,01:06.7,Women's 100 Breaststroke,Satomi Suzuki,Satomi Suzuki JPN,TRUE,,FALSE,FALSE,6670
Kanako ,Watanabe ,JPN,A ,01:06.4,Women's 100 Breaststroke,Kanako Watanabe,Kanako Watanabe JPN,TRUE,,FALSE,FALSE,6640
Kanako ,Watanabe ,JPN,A ,02:20.9,Women's 200 Breaststroke,Kanako Watanabe,Kanako Watanabe JPN,TRUE,,FALSE,FALSE,14090
Ruta ,Meilutyte ,LTU,A ,01:05.5,Women's 100 Breaststroke,Ruta Meilutyte,Ruta Meilutyte LTU,TRUE,,FALSE,FALSE,6550
Daria ,Chikunova ,RUS,A ,01:07.6,Women's 100 Breaststroke,Daria Chikunova,Daria Chikunova RUS,FALSE,,FALSE,TRUE,6760
Sophie ,Hansson ,SWE,A ,01:07.6,Women's 100 Breaststroke,Sophie Hansson,Sophie Hansson SWE,TRUE,,FALSE,FALSE,6760
Sophie ,Hansson ,SWE,B ,02:30.5,Women's 200 Breaststroke,Sophie Hansson,Sophie Hansson SWE,TRUE,,FALSE,FALSE,15050
Jennie ,Johansson ,SWE,A ,01:06.6,Women's 100 Breaststroke,Jennie Johansson,Jennie Johansson SWE,TRUE,,FALSE,FALSE,6660
Viktoria Zeynep ,Gunes ,TUR,A ,01:06.8,Women's 100 Breaststroke,Viktoria Zeynep Gunes,Viktoria Zeynep Gunes TUR,TRUE,,FALSE,FALSE,6680
Viktoria Zeynep ,Gunes ,TUR,A ,02:19.6,Women's 200 Breaststroke,Viktoria Zeynep Gunes,Viktoria Zeynep Gunes TUR,TRUE,,FALSE,FALSE,13960
Viktoria Zeynep ,Gunes ,TUR,A ,04:39.5,Women's 400 Individual Medley,Viktoria Zeynep Gunes,Viktoria Zeynep Gunes TUR,TRUE,,FALSE,FALSE,27950
Lilly ,King ,USA,A ,01:05.2,Women's 100 Breaststroke,Lilly King,Lilly King USA,TRUE,,FALSE,FALSE,6520
Lilly ,King ,USA,A ,02:24.0,Women's 200 Breaststroke,Lilly King,Lilly King USA,TRUE,,FALSE,FALSE,14400
Katie ,Meili ,USA,A ,01:05.6,Women's 100 Breaststroke,Katie Meili,Katie Meili USA,TRUE,,FALSE,FALSE,6560
Martina ,Moravcikova ,CZE,B ,01:08.3,Women's 100 Breaststroke,Martina Moravcikova,Martina Moravcikova CZE,TRUE,,FALSE,FALSE,6830
Martina ,Moravcikova ,CZE,A ,02:25.8,Women's 200 Breaststroke,Martina Moravcikova,Martina Moravcikova CZE,TRUE,,FALSE,FALSE,14580
Anna ,Sztankovics ,HUN,B ,01:08.1,Women's 100 Breaststroke,Anna Sztankovics,Anna Sztankovics HUN,TRUE,,FALSE,FALSE,6810
Anna ,Sztankovics ,HUN,A ,02:26.6,Women's 200 Breaststroke,Anna Sztankovics,Anna Sztankovics HUN,TRUE,,FALSE,FALSE,14660
Tjasa ,Vozel ,SLO,B ,01:07.9,Women's 100 Breaststroke,Tjasa Vozel,Tjasa Vozel SLO,FALSE,,FALSE,TRUE,6790
Martha ,McCabe ,CAN,A ,02:24.5,Women's 200 Breaststroke,Martha McCabe,Martha McCabe CAN,TRUE,,FALSE,FALSE,14450
Jingyao ,YU ,CHN,A ,02:26.4,Women's 200 Breaststroke,Jingyao YU,Jingyao YU CHN,TRUE,,FALSE,FALSE,14640
Dalma ,Sebestyen ,HUN,A ,02:26.5,Women's 200 Breaststroke,Dalma Sebestyen,Dalma Sebestyen HUN,TRUE,,FALSE,FALSE,14650
Hrafnhildur ,Luthersdottir ,ISL,A ,02:23.0,Women's 200 Breaststroke,Hrafnhildur Luthersdottir,Hrafnhildur Luthersdottir ISL,TRUE,,FALSE,FALSE,14300
Rie ,Kaneto ,JPN,A ,02:19.7,Women's 200 Breaststroke,Rie Kaneto,Rie Kaneto JPN,TRUE,,FALSE,FALSE,13970
Suyeon ,Back ,KOR,A ,02:26.3,Women's 200 Breaststroke,Suyeon Back,Suyeon Back KOR,TRUE,,FALSE,FALSE,14630
Sofya ,Andreeva ,RUS,A ,02:24.9,Women's 200 Breaststroke,Sofya Andreeva,Sofya Andreeva RUS,TRUE,,FALSE,FALSE,14490
Molly ,Hannis ,USA,A ,02:24.4,Women's 200 Breaststroke,Molly Hannis,Molly Hannis USA,TRUE,,FALSE,FALSE,14440
Julia ,Sebastian ,ARG,B ,02:27.0,Women's 200 Breaststroke,Julia Sebastian,Julia Sebastian ARG,TRUE,,FALSE,FALSE,14700
Madeline ,Groves ,AUS,A ,57.08,Women's 100 Butterfly,Madeline Groves,Madeline Groves AUS,TRUE,,FALSE,FALSE,5708
Madeline ,Groves ,AUS,A ,02:05.4,Women's 200 Butterfly,Madeline Groves,Madeline Groves AUS,TRUE,,FALSE,FALSE,12540
Kimberly ,Buys ,BEL,A ,58.36,Women's 100 Butterfly,Kimberly Buys,Kimberly Buys BEL,TRUE,,FALSE,FALSE,5836
Daiene ,Dias ,BRA,A ,58.04,Women's 100 Butterfly,Daiene Dias,Daiene Dias BRA,TRUE,,FALSE,FALSE,5804
Daynara ,de Paula ,BRA,A ,58.38,Women's 100 Butterfly,Daynara de Paula,Daynara de Paula BRA,FALSE,Daynara De Paula BRA,TRUE,FALSE,5838
Noemie ,Thomas ,CAN,A ,57.02,Women's 100 Butterfly,Noemie Thomas,Noemie Thomas CAN,TRUE,,FALSE,FALSE,5702
Ying ,Lu ,CHN,A ,57.17,Women's 100 Butterfly,Ying Lu,Ying Lu CHN,TRUE,,FALSE,FALSE,5717
Lucie ,Svecena ,CZE,A ,58.54,Women's 100 Butterfly,Lucie Svecena,Lucie Svecena CZE,TRUE,,FALSE,FALSE,5854
Judit ,Ignacio Sorribes ,ESP,A ,58.73,Women's 100 Butterfly,Judit Ignacio Sorribes,Judit Ignacio Sorribes ESP,TRUE,,FALSE,FALSE,5873
Judit ,Ignacio Sorribes ,ESP,A ,02:07.5,Women's 200 Butterfly,Judit Ignacio Sorribes,Judit Ignacio Sorribes ESP,TRUE,,FALSE,FALSE,12750
Marie ,Wattel ,FRA,A ,58.35,Women's 100 Butterfly,Marie Wattel,Marie Wattel FRA,TRUE,,FALSE,FALSE,5835
Alexandra ,Wenk ,GER,A ,57.7,Women's 100 Butterfly,Alexandra Wenk,Alexandra Wenk GER,TRUE,,FALSE,FALSE,5770
Alexandra ,Wenk ,GER,A ,02:11.3,Women's 200 Individual Medley,Alexandra Wenk,Alexandra Wenk GER,TRUE,,FALSE,FALSE,13130
Anna ,Doudounaki ,GRE,A ,58.32,Women's 100 Butterfly,Anna Doudounaki,Anna Doudounaki GRE,TRUE,,FALSE,FALSE,5832
Liliana ,Szilagyi ,HUN,A ,57.54,Women's 100 Butterfly,Liliana Szilagyi,Liliana Szilagyi HUN,TRUE,,FALSE,FALSE,5754
Liliana ,Szilagyi ,HUN,A ,02:07.1,Women's 200 Butterfly,Liliana Szilagyi,Liliana Szilagyi HUN,TRUE,,FALSE,FALSE,12710
Ilaria ,Bianchi ,ITA,A ,57.47,Women's 100 Butterfly,Ilaria Bianchi,Ilaria Bianchi ITA,TRUE,,FALSE,FALSE,5747
Natsumi ,Hoshi ,JPN,A ,58.45,Women's 100 Butterfly,Natsumi Hoshi,Natsumi Hoshi JPN,TRUE,,FALSE,FALSE,5845
Natsumi ,Hoshi ,JPN,A ,02:05.6,Women's 200 Butterfly,Natsumi Hoshi,Natsumi Hoshi JPN,TRUE,,FALSE,FALSE,12560
Sehyeon ,An ,KOR,A ,57.61,Women's 100 Butterfly,Sehyeon An,Sehyeon An KOR,TRUE,,FALSE,FALSE,5761
Sehyeon ,An ,KOR,A ,02:08.4,Women's 200 Butterfly,Sehyeon An,Sehyeon An KOR,TRUE,,FALSE,FALSE,12840
Helena ,Gasson ,NZL,A ,58.51,Women's 100 Butterfly,Helena Gasson,Helena Gasson NZL,TRUE,,FALSE,FALSE,5851
Helena ,Gasson ,NZL,B ,02:09.8,Women's 200 Butterfly,Helena Gasson,Helena Gasson NZL,TRUE,,FALSE,FALSE,12980
Svetlana ,Chimrova ,RUS,A ,57.79,Women's 100 Butterfly,Svetlana Chimrova,Svetlana Chimrova RUS,TRUE,,FALSE,FALSE,5779
Louise ,Hansson ,SWE,A ,58.29,Women's 100 Butterfly,Louise Hansson,Louise Hansson SWE,TRUE,,FALSE,FALSE,5829
Louise ,Hansson ,SWE,A ,02:12.9,Women's 200 Individual Medley,Louise Hansson,Louise Hansson SWE,TRUE,,FALSE,FALSE,13290
Kelsi ,Worrell ,USA,A ,56.48,Women's 100 Butterfly,Kelsi Worrell,Kelsi Worrell USA,TRUE,,FALSE,FALSE,5648
Dana ,Vollmer ,USA,A ,56.9,Women's 100 Butterfly,Dana Vollmer,Dana Vollmer USA,TRUE,,FALSE,FALSE,5690
Amit ,Ivry ,ISR,B ,59.38,Women's 100 Butterfly,Amit Ivry,Amit Ivry ISR,FALSE,,FALSE,TRUE,5938
Danielle ,Villars ,SUI,B ,59.05,Women's 100 Butterfly,Danielle Villars,Danielle Villars SUI,FALSE,,FALSE,TRUE,5905
Brianna ,Throssell ,AUS,A ,02:06.6,Women's 200 Butterfly,Brianna Throssell,Brianna Throssell AUS,TRUE,,FALSE,FALSE,12660
