First name,Family name,Country,Entry ,Time,Event,full_name,name_country,found_easy,possible_match,match_correct,new_swimmer,time_hundredths
Audrey ,Lacroix ,CAN,A ,02:07.6,Women's 200 Butterfly,Audrey Lacroix,Audrey Lacroix CAN,TRUE,,FALSE,FALSE,12760
Yufei ,Zhang ,CHN,A ,02:06.5,Women's 200 Butterfly,Yufei Zhang,Yufei Zhang CHN,TRUE,,FALSE,FALSE,12650
Yilin ,Zhou ,CHN,A ,02:06.6,Women's 200 Butterfly,Yilin Zhou,Yilin Zhou CHN,TRUE,,FALSE,FALSE,12660
Lara ,Grangeon ,FRA,A ,02:07.9,Women's 200 Butterfly,Lara Grangeon,Lara Grangeon FRA,TRUE,,FALSE,FALSE,12790
Lara ,Grangeon ,FRA,A ,02:12.7,Women's 200 Individual Medley,Lara Grangeon,Lara Grangeon FRA,TRUE,,FALSE,FALSE,13270
Lara ,Grangeon ,FRA,A ,04:36.6,Women's 400 Individual Medley,Lara Grangeon,Lara Grangeon FRA,TRUE,,FALSE,FALSE,27660
Aimee ,Willmott ,GBR,A ,02:08.8,Women's 200 Butterfly,Aimee Willmott,Aimee Willmott GBR,TRUE,,FALSE,FALSE,12880
Aimee ,Willmott ,GBR,A ,04:33.7,Women's 400 Individual Medley,Aimee Willmott,Aimee Willmott GBR,TRUE,,FALSE,FALSE,27370
Franziska ,Hentke ,GER,A ,02:05.8,Women's 200 Butterfly,Franziska Hentke,Franziska Hentke GER,TRUE,,FALSE,FALSE,12580
Franziska ,Hentke ,GER,A ,04:38.6,Women's 400 Individual Medley,Franziska Hentke,Franziska Hentke GER,TRUE,,FALSE,FALSE,27860
Stefania ,Pirozzi ,ITA,A ,02:09.0,Women's 200 Butterfly,Stefania Pirozzi,Stefania Pirozzi ITA,TRUE,,FALSE,FALSE,12900
Alessia ,Polieri ,ITA,A ,02:07.5,Women's 200 Butterfly,Alessia Polieri,Alessia Polieri ITA,TRUE,,FALSE,FALSE,12750
Suzuka ,Hasegawa ,JPN,A ,02:06.9,Women's 200 Butterfly,Suzuka Hasegawa,Suzuka Hasegawa JPN,TRUE,,FALSE,FALSE,12690
Jin Young ,Park ,KOR,A ,02:07.9,Women's 200 Butterfly,Jin Young Park,Jin Young Park KOR,TRUE,,FALSE,FALSE,12790
Cammile ,Adams ,USA,A ,02:06.3,Women's 200 Butterfly,Cammile Adams,Cammile Adams USA,TRUE,,FALSE,FALSE,12630
Hali ,Flickinger ,USA,A ,02:07.5,Women's 200 Butterfly,Hali Flickinger,Hali Flickinger USA,TRUE,,FALSE,FALSE,12750
Joanna ,Maranhao Melo ,BRA,B ,02:09.4,Women's 200 Butterfly,Joanna Maranhao Melo,Joanna Maranhao Melo BRA,FALSE,Joanna Maranhao BRA,TRUE,FALSE,12940
Joanna ,Maranhao Melo ,BRA,A ,02:12.4,Women's 200 Individual Medley,Joanna Maranhao Melo,Joanna Maranhao Melo BRA,FALSE,Joanna Maranhao BRA,TRUE,FALSE,13240
Joanna ,Maranhao Melo ,BRA,A ,04:38.1,Women's 400 Individual Medley,Joanna Maranhao Melo,Joanna Maranhao Melo BRA,FALSE,Joanna Maranhao BRA,TRUE,FALSE,27810
Nida Eliz ,Ustundag ,TUR,B ,02:10.2,Women's 200 Butterfly,Nida Eliz Ustundag,Nida Eliz Ustundag TUR,TRUE,,FALSE,FALSE,13019
Andreina ,Pinto ,VEN,B ,02:09.5,Women's 200 Butterfly,Andreina Pinto,Andreina Pinto VEN,FALSE,Andre Pinto Perez VEN,TRUE,FALSE,12950
Virginia ,Bardach ,ARG,A ,02:13.5,Women's 200 Individual Medley,Virginia Bardach,Virginia Bardach ARG,TRUE,,FALSE,FALSE,13350
Virginia ,Bardach ,ARG,A ,04:42.6,Women's 400 Individual Medley,Virginia Bardach,Virginia Bardach ARG,TRUE,,FALSE,FALSE,28260
Alicia ,Coutts ,AUS,A ,02:10.0,Women's 200 Individual Medley,Alicia Coutts,Alicia Coutts AUS,TRUE,,FALSE,FALSE,13000
Kotuku ,Ngawati ,AUS,A ,02:11.0,Women's 200 Individual Medley,Kotuku Ngawati,Kotuku Ngawati AUS,TRUE,,FALSE,FALSE,13100
Lisa ,Zaiser ,AUT,A ,02:12.6,Women's 200 Individual Medley,Lisa Zaiser,Lisa Zaiser AUT,TRUE,,FALSE,FALSE,13260
Lena ,Kreund ,AUT,A ,02:12.8,Women's 200 Individual Medley,Lena Kreund,Lena Kreund AUT,FALSE,,FALSE,TRUE,13280
Sydney ,Pickrem ,CAN,A ,02:10.1,Women's 200 Individual Medley,Sydney Pickrem,Sydney Pickrem CAN,TRUE,,FALSE,FALSE,13010
Sydney ,Pickrem ,CAN,A ,04:38.0,Women's 400 Individual Medley,Sydney Pickrem,Sydney Pickrem CAN,TRUE,,FALSE,FALSE,27800
Erika ,Seltenreich-Hodgson ,CAN,A ,02:12.5,Women's 200 Individual Medley,Erika Seltenreich-Hodgson,Erika Seltenreich-Hodgson CAN,TRUE,,FALSE,FALSE,13250
Shiwen ,Ye ,CHN,A ,02:11.2,Women's 200 Individual Medley,Shiwen Ye,Shiwen Ye CHN,TRUE,,FALSE,FALSE,13120
Shiwen ,Ye ,CHN,A ,04:36.6,Women's 400 Individual Medley,Shiwen Ye,Shiwen Ye CHN,TRUE,,FALSE,FALSE,27660
Min ,Zhou ,CHN,A ,02:12.2,Women's 200 Individual Medley,Min Zhou,Min Zhou CHN,TRUE,,FALSE,FALSE,13220
Min ,Zhou ,CHN,A ,04:37.0,Women's 400 Individual Medley,Min Zhou,Min Zhou CHN,TRUE,,FALSE,FALSE,27700
Barbora ,Zavadova ,CZE,A ,02:12.0,Women's 200 Individual Medley,Barbora Zavadova,Barbora Zavadova CZE,TRUE,,FALSE,FALSE,13200
Barbora ,Zavadova ,CZE,A ,04:35.6,Women's 400 Individual Medley,Barbora Zavadova,Barbora Zavadova CZE,TRUE,,FALSE,FALSE,27560
Tanja ,Kylliainen ,FIN,A ,02:14.2,Women's 200 Individual Medley,Tanja Kylliainen,Tanja Kylliainen FIN,FALSE,,FALSE,TRUE,13420
Tanja ,Kylliainen ,FIN,B ,04:47.7,Women's 400 Individual Medley,Tanja Kylliainen,Tanja Kylliainen FIN,FALSE,,FALSE,TRUE,28770
Fantine ,Lesaffre ,FRA,A ,02:14.0,Women's 200 Individual Medley,Fantine Lesaffre,Fantine Lesaffre FRA,TRUE,,FALSE,FALSE,13400
Fantine ,Lesaffre ,FRA,A ,04:38.9,Women's 400 Individual Medley,Fantine Lesaffre,Fantine Lesaffre FRA,TRUE,,FALSE,FALSE,27890
Hannah ,Miley ,GBR,A ,02:10.2,Women's 200 Individual Medley,Hannah Miley,Hannah Miley GBR,TRUE,,FALSE,FALSE,13019
Hannah ,Miley ,GBR,A ,04:32.2,Women's 400 Individual Medley,Hannah Miley,Hannah Miley GBR,TRUE,,FALSE,FALSE,27220
Siobhan-Marie ,O'Connor ,GBR,A ,02:08.4,Women's 200 Individual Medley,Siobhan-Marie O'Connor,Siobhan-Marie O'Connor GBR,TRUE,,FALSE,FALSE,12840
Zsuzsanna ,Jakabos ,HUN,A ,02:10.8,Women's 200 Individual Medley,Zsuzsanna Jakabos,Zsuzsanna Jakabos HUN,TRUE,,FALSE,FALSE,13080
Zsuzsanna ,Jakabos ,HUN,A ,04:37.4,Women's 400 Individual Medley,Zsuzsanna Jakabos,Zsuzsanna Jakabos HUN,TRUE,,FALSE,FALSE,27740
Sara ,Franceschi ,ITA,A ,02:12.6,Women's 200 Individual Medley,Sara Franceschi,Sara Franceschi ITA,TRUE,,FALSE,FALSE,13260
Sara ,Franceschi ,ITA,A ,04:40.0,Women's 400 Individual Medley,Sara Franceschi,Sara Franceschi ITA,TRUE,,FALSE,FALSE,28000
Luisa ,Trombetti ,ITA,A ,02:13.0,Women's 200 Individual Medley,Luisa Trombetti,Luisa Trombetti ITA,TRUE,,FALSE,FALSE,13300
Luisa ,Trombetti ,ITA,A ,04:38.5,Women's 400 Individual Medley,Luisa Trombetti,Luisa Trombetti ITA,TRUE,,FALSE,FALSE,27850
Runa ,Imai ,JPN,A ,02:12.2,Women's 200 Individual Medley,Runa Imai,Runa Imai JPN,TRUE,,FALSE,FALSE,13220
Miho ,Teramura ,JPN,A ,02:09.9,Women's 200 Individual Medley,Miho Teramura,Miho Teramura JPN,TRUE,,FALSE,FALSE,12990
Seoyeong ,Kim ,KOR,A ,02:13.2,Women's 200 Individual Medley,Seoyeong Kim,Seoyeong Kim KOR,TRUE,,FALSE,FALSE,13320
Yoosun ,Nam ,KOR,A ,02:13.8,Women's 200 Individual Medley,Yoosun Nam,Yoosun Nam KOR,FALSE,,FALSE,TRUE,13380
Marrit ,Steenbergen ,NED,A ,02:14.1,Women's 200 Individual Medley,Marrit Steenbergen,Marrit Steenbergen NED,TRUE,,FALSE,FALSE,13410
Viktoriya ,Andreeva ,RUS,A ,02:09.6,Women's 200 Individual Medley,Viktoriya Andreeva,Viktoriya Andreeva RUS,TRUE,,FALSE,FALSE,12960
Stina ,Gardell ,SWE,A ,02:13.5,Women's 200 Individual Medley,Stina Gardell,Stina Gardell SWE,FALSE,,FALSE,TRUE,13350
Melanie ,Margalis ,USA,A ,02:10.1,Women's 200 Individual Medley,Melanie Margalis,Melanie Margalis USA,TRUE,,FALSE,FALSE,13010
Ranokhon ,Amanova ,UZB,A ,02:12.5,Women's 200 Individual Medley,Ranokhon Amanova,Ranokhon Amanova UZB,FALSE,Ranohon Amanova UZB,TRUE,FALSE,13250
Ranokhon ,Amanova ,UZB,A ,04:40.7,Women's 400 Individual Medley,Ranokhon Amanova,Ranokhon Amanova UZB,FALSE,Ranohon Amanova UZB,TRUE,FALSE,28070
Katarzyna ,Baranowska ,POL,B ,02:14.7,Women's 200 Individual Medley,Katarzyna Baranowska,Katarzyna Baranowska POL,FALSE,,FALSE,TRUE,13470
Victoria ,Kaminskaya ,POR,B ,02:14.8,Women's 200 Individual Medley,Victoria Kaminskaya,Victoria Kaminskaya POR,TRUE,,FALSE,FALSE,13480
Victoria ,Kaminskaya ,POR,A ,04:42.5,Women's 400 Individual Medley,Victoria Kaminskaya,Victoria Kaminskaya POR,TRUE,,FALSE,FALSE,28250
Anja ,Crevar ,SRB,B ,02:15.9,Women's 200 Individual Medley,Anja Crevar,Anja Crevar SRB,FALSE,,FALSE,TRUE,13590
Anja ,Crevar ,SRB,A ,04:43.4,Women's 400 Individual Medley,Anja Crevar,Anja Crevar SRB,FALSE,,FALSE,TRUE,28340
Blair ,Evans ,AUS,A ,04:35.3,Women's 400 Individual Medley,Blair Evans,Blair Evans AUS,TRUE,,FALSE,FALSE,27529
Keryn ,McMaster ,AUS,A ,04:37.6,Women's 400 Individual Medley,Keryn McMaster,Keryn McMaster AUS,TRUE,,FALSE,FALSE,27760
Sakiko ,Shimizu ,JPN,A ,04:36.1,Women's 400 Individual Medley,Sakiko Shimizu,Sakiko Shimizu JPN,TRUE,,FALSE,FALSE,27610
Miho ,Takahashi ,JPN,A ,04:35.6,Women's 400 Individual Medley,Miho Takahashi,Miho Takahashi JPN,TRUE,,FALSE,FALSE,27560
Elizabeth ,Beisel ,USA,A ,04:35.6,Women's 400 Individual Medley,Elizabeth Beisel,Elizabeth Beisel USA,TRUE,,FALSE,FALSE,27560
Joerdis ,Steinegger ,AUT,B ,04:45.5,Women's 400 Individual Medley,Joerdis Steinegger,Joerdis Steinegger AUT,FALSE,,FALSE,TRUE,28550
Oussama ,Sahnoune ,ALG,A ,22.27,Men's 50 Freestyle,Oussama Sahnoune,Oussama Sahnoune ALG,TRUE,,FALSE,FALSE,2227
Oussama ,Sahnoune ,ALG,B ,49.65,Men's 100 Freestyle,Oussama Sahnoune,Oussama Sahnoune ALG,TRUE,,FALSE,FALSE,4965
Federico ,Grabich ,ARG,A ,22.25,Men's 50 Freestyle,Federico Grabich,Federico Grabich ARG,TRUE,,FALSE,FALSE,2225
Federico ,Grabich ,ARG,A ,48.11,Men's 100 Freestyle,Federico Grabich,Federico Grabich ARG,TRUE,,FALSE,FALSE,4811
Federico ,Grabich ,ARG,A ,01:47.4,Men's 200 Freestyle,Federico Grabich,Federico Grabich ARG,TRUE,,FALSE,FALSE,10740
Matthew ,Abood ,AUS,A ,22.08,Men's 50 Freestyle,Matthew Abood,Matthew Abood AUS,TRUE,,FALSE,FALSE,2208
Cameron ,McEvoy ,AUS,A ,21.44,Men's 50 Freestyle,Cameron McEvoy,Cameron McEvoy AUS,TRUE,,FALSE,FALSE,2144
Cameron ,McEvoy ,AUS,A ,47.04,Men's 100 Freestyle,Cameron McEvoy,Cameron McEvoy AUS,TRUE,,FALSE,FALSE,4704
Jasper ,Aerents ,BEL,A ,22.19,Men's 50 Freestyle,Jasper Aerents,Jasper Aerents BEL,FALSE,,FALSE,TRUE,2219
Francois ,Heersbrandt ,BEL,A ,22.17,Men's 50 Freestyle,Francois Heersbrandt,Francois Heersbrandt BEL,FALSE,,FALSE,TRUE,2217
Bruno ,Fratus ,BRA,A ,21.5,Men's 50 Freestyle,Bruno Fratus,Bruno Fratus BRA,TRUE,,FALSE,FALSE,2150
Italo ,Duarte ,BRA,A ,21.82,Men's 50 Freestyle,Italo Duarte,Italo Duarte BRA,TRUE,,FALSE,FALSE,2182
Santo ,Condorelli ,CAN,A ,22.04,Men's 50 Freestyle,Santo Condorelli,Santo Condorelli CAN,TRUE,,FALSE,FALSE,2204
Santo ,Condorelli ,CAN,A ,47.98,Men's 100 Freestyle,Santo Condorelli,Santo Condorelli CAN,TRUE,,FALSE,FALSE,4798
Santo ,Condorelli ,CAN,B ,52.41,Men's 100 Butterfly,Santo Condorelli,Santo Condorelli CAN,TRUE,,FALSE,FALSE,5241
Yuri ,Kisil ,CAN,A ,22.23,Men's 50 Freestyle,Yuri Kisil,Yuri Kisil CAN,TRUE,,FALSE,FALSE,2223
Yuri ,Kisil ,CAN,A ,48.58,Men's 100 Freestyle,Yuri Kisil,Yuri Kisil CAN,TRUE,,FALSE,FALSE,4858
Zetao ,Ning ,CHN,A ,22.17,Men's 50 Freestyle,Zetao Ning,Zetao Ning CHN,TRUE,,FALSE,FALSE,2217
Zetao ,Ning ,CHN,A ,47.84,Men's 100 Freestyle,Zetao Ning,Zetao Ning CHN,TRUE,,FALSE,FALSE,4784
Hexin ,Yu ,CHN,A ,22.16,Men's 50 Freestyle,Hexin Yu,Hexin Yu CHN,TRUE,,FALSE,FALSE,2216
Hexin ,Yu ,CHN,A ,48.47,Men's 100 Freestyle,Hexin Yu,Hexin Yu CHN,TRUE,,FALSE,FALSE,4847
Ali ,Khalafalla ,EGY,A ,22.25,Men's 50 Freestyle,Ali Khalafalla,Ali Khalafalla EGY,TRUE,,FALSE,FALSE,2225
Ari-Pekka ,Liukkonen ,FIN,A ,21.92,Men's 50 Freestyle,Ari-Pekka Liukkonen,Ari-Pekka Liukkonen FIN,TRUE,,FALSE,FALSE,2192
Ari-Pekka ,Liukkonen ,FIN,B ,49.44,Men's 100 Freestyle,Ari-Pekka Liukkonen,Ari-Pekka Liukkonen FIN,TRUE,,FALSE,FALSE,4944
Fred ,Bousquet ,FRA,A ,22.09,Men's 50 Freestyle,Fred Bousquet,Fred Bousquet FRA,TRUE,,FALSE,FALSE,2209
Florent ,Manaudou ,FRA,A ,21.19,Men's 50 Freestyle,Florent Manaudou,Florent Manaudou FRA,TRUE,,FALSE,FALSE,2119
Ben ,Proud ,GBR,A ,21.65,Men's 50 Freestyle,Ben Proud,Ben Proud GBR,FALSE,Benjamin Proud GBR,TRUE,FALSE,2165
Ben ,Proud ,GBR,A ,48.52,Men's 100 Freestyle,Ben Proud,Ben Proud GBR,FALSE,Benjamin Proud GBR,TRUE,FALSE,4852
Damian ,Wierling ,GER,A ,21.81,Men's 50 Freestyle,Damian Wierling,Damian Wierling GER,TRUE,,FALSE,FALSE,2181
Damian ,Wierling ,GER,A ,48.54,Men's 100 Freestyle,Damian Wierling,Damian Wierling GER,TRUE,,FALSE,FALSE,4854
Kristian ,Gkolomeev ,GRE,A ,21.87,Men's 50 Freestyle,Kristian Gkolomeev,Kristian Gkolomeev GRE,TRUE,,FALSE,FALSE,2187
Kristian ,Gkolomeev ,GRE,A ,48.85,Men's 100 Freestyle,Kristian Gkolomeev,Kristian Gkolomeev GRE,TRUE,,FALSE,FALSE,4885
Odysseys ,Melanidis ,GRE,A ,22.14,Men's 50 Freestyle,Odysseys Melanidis,Odysseys Melanidis GRE,FALSE,,FALSE,TRUE,2214
Krisztian ,Takacs ,HUN,A ,21.89,Men's 50 Freestyle,Krisztian Takacs,Krisztian Takacs HUN,TRUE,,FALSE,FALSE,2189
Ziv ,Kalontarov ,ISR,A ,22.16,Men's 50 Freestyle,Ziv Kalontarov,Ziv Kalontarov ISR,FALSE,,FALSE,TRUE,2216
Ziv ,Kalontarov ,ISR,B ,50.12,Men's 100 Freestyle,Ziv Kalontarov,Ziv Kalontarov ISR,FALSE,,FALSE,TRUE,5012
Federico ,Bocchia ,ITA,A ,22.06,Men's 50 Freestyle,Federico Bocchia,Federico Bocchia ITA,TRUE,,FALSE,FALSE,2206
Luca ,Dotto ,ITA,A ,21.91,Men's 50 Freestyle,Luca Dotto,Luca Dotto ITA,TRUE,,FALSE,FALSE,2191
Luca ,Dotto ,ITA,A ,47.96,Men's 100 Freestyle,Luca Dotto,Luca Dotto ITA,TRUE,,FALSE,FALSE,4796
Katsumi ,Nakamura ,JPN,A ,21.9,Men's 50 Freestyle,Katsumi Nakamura,Katsumi Nakamura JPN,TRUE,,FALSE,FALSE,2190
Katsumi ,Nakamura ,JPN,A ,48.53,Men's 100 Freestyle,Katsumi Nakamura,Katsumi Nakamura JPN,TRUE,,FALSE,FALSE,4853
Shinri ,Shioura ,JPN,A ,22.04,Men's 50 Freestyle,Shinri Shioura,Shinri Shioura JPN,TRUE,,FALSE,FALSE,2204
Shinri ,Shioura ,JPN,A ,48.35,Men's 100 Freestyle,Shinri Shioura,Shinri Shioura JPN,TRUE,,FALSE,FALSE,4835
Simonas ,Bilis ,LTU,A ,22.1,Men's 50 Freestyle,Simonas Bilis,Simonas Bilis LTU,TRUE,,FALSE,FALSE,2210
Simonas ,Bilis ,LTU,A ,48.64,Men's 100 Freestyle,Simonas Bilis,Simonas Bilis LTU,TRUE,,FALSE,FALSE,4864
Pawel ,Juraszek ,POL,A ,22.13,Men's 50 Freestyle,Pawel Juraszek,Pawel Juraszek POL,TRUE,,FALSE,FALSE,2213
Filip ,Wypych ,POL,A ,22.13,Men's 50 Freestyle,Filip Wypych,Filip Wypych POL,TRUE,,FALSE,FALSE,2213
Erik ,Risolvato ,PUR,A ,22.22,Men's 50 Freestyle,Erik Risolvato,Erik Risolvato PUR,FALSE,,FALSE,TRUE,2222
Norbert ,Trandafir ,ROU,A ,22.12,Men's 50 Freestyle,Norbert Trandafir,Norbert Trandafir ROU,TRUE,,FALSE,FALSE,2212
Douglas ,Erasmus ,RSA,A ,22.26,Men's 50 Freestyle,Douglas Erasmus,Douglas Erasmus RSA,TRUE,,FALSE,FALSE,2226
Brad ,Tandy ,RSA,A ,21.87,Men's 50 Freestyle,Brad Tandy,Brad Tandy RSA,TRUE,,FALSE,FALSE,2187
Aleksei ,Brianskii ,RUS,A ,22.16,Men's 50 Freestyle,Aleksei Brianskii,Aleksei Brianskii RUS,TRUE,,FALSE,FALSE,2216
George ,Bovell ,TRI,A ,22.17,Men's 50 Freestyle,George Bovell,George Bovell TRI,FALSE,,FALSE,TRUE,2217
Andrii ,Govorov ,UKR,A ,21.61,Men's 50 Freestyle,Andrii Govorov,Andrii Govorov UKR,TRUE,,FALSE,FALSE,2161
Nathan ,Adrian ,USA,A ,21.37,Men's 50 Freestyle,Nathan Adrian,Nathan Adrian USA,TRUE,,FALSE,FALSE,2137
Nathan ,Adrian ,USA,A ,47.72,Men's 100 Freestyle,Nathan Adrian,Nathan Adrian USA,TRUE,,FALSE,FALSE,4772
Anthony  ,Ervin ,USA,A ,21.52,Men's 50 Freestyle,Anthony Ervin,Anthony Ervin USA,TRUE,,FALSE,FALSE,2152
Shane ,Ryan ,IRL,B ,22.79,Men's 50 Freestyle,Shane Ryan,Shane Ryan IRL,TRUE,,FALSE,FALSE,2279
Shane ,Ryan ,IRL,B ,50.14,Men's 100 Freestyle,Shane Ryan,Shane Ryan IRL,TRUE,,FALSE,FALSE,5014
Shane ,Ryan ,IRL,A ,53.93,Men's 100 Backstroke,Shane Ryan,Shane Ryan IRL,TRUE,,FALSE,FALSE,5393
Renzo ,Tjon A Joe ,SUR,B ,22.3,Men's 50 Freestyle,Renzo Tjon A Joe,Renzo Tjon A Joe SUR,FALSE,,FALSE,TRUE,2230
Cristian ,Quintero ,VEN,B ,22.65,Men's 50 Freestyle,Cristian Quintero,Cristian Quintero VEN,TRUE,,FALSE,FALSE,2265
Cristian ,Quintero ,VEN,B ,49.07,Men's 100 Freestyle,Cristian Quintero,Cristian Quintero VEN,TRUE,,FALSE,FALSE,4907
Cristian ,Quintero ,VEN,A ,01:47.7,Men's 200 Freestyle,Cristian Quintero,Cristian Quintero VEN,TRUE,,FALSE,FALSE,10770
Cristian ,Quintero ,VEN,B ,03:50.9,Men's 400 Freestyle,Cristian Quintero,Cristian Quintero VEN,TRUE,,FALSE,FALSE,23090
Kyle ,Chalmers ,AUS,A ,48.03,Men's 100 Freestyle,Kyle Chalmers,Kyle Chalmers AUS,TRUE,,FALSE,FALSE,4803
Glenn ,Surgeloose ,BEL,A ,48.64,Men's 100 Freestyle,Glenn Surgeloose,Glenn Surgeloose BEL,TRUE,,FALSE,FALSE,4864
Glenn ,Surgeloose ,BEL,A ,01:46.9,Men's 200 Freestyle,Glenn Surgeloose,Glenn Surgeloose BEL,TRUE,,FALSE,FALSE,10690
Pieter ,Timmers ,BEL,A ,48.22,Men's 100 Freestyle,Pieter Timmers,Pieter Timmers BEL,TRUE,,FALSE,FALSE,4822
Pieter ,Timmers ,BEL,A ,01:47.3,Men's 200 Freestyle,Pieter Timmers,Pieter Timmers BEL,TRUE,,FALSE,FALSE,10730
Yauhen ,Tsurkin ,BLR,A ,48.9,Men's 100 Freestyle,Yauhen Tsurkin,Yauhen Tsurkin BLR,FALSE,,FALSE,TRUE,4890
Yauhen ,Tsurkin ,BLR,A ,51.44,Men's 100 Butterfly,Yauhen Tsurkin,Yauhen Tsurkin BLR,FALSE,,FALSE,TRUE,5144
Marcelo ,Chierighini ,BRA,A ,48.2,Men's 100 Freestyle,Marcelo Chierighini,Marcelo Chierighini BRA,TRUE,,FALSE,FALSE,4820
Nicolas ,Oliveira ,BRA,A ,48.3,Men's 100 Freestyle,Nicolas Oliveira,Nicolas Oliveira BRA,TRUE,,FALSE,FALSE,4830
Nicolas ,Oliveira ,BRA,A ,01:47.0,Men's 200 Freestyle,Nicolas Oliveira,Nicolas Oliveira BRA,TRUE,,FALSE,FALSE,10700
Clement ,Mignon ,FRA,A ,48.01,Men's 100 Freestyle,Clement Mignon,Clement Mignon FRA,TRUE,,FALSE,FALSE,4801
Jeremy ,Stravius ,FRA,A ,47.97,Men's 100 Freestyle,Jeremy Stravius,Jeremy Stravius FRA,TRUE,,FALSE,FALSE,4797
Jeremy ,Stravius ,FRA,A ,01:46.2,Men's 200 Freestyle,Jeremy Stravius,Jeremy Stravius FRA,TRUE,,FALSE,FALSE,10620
Jeremy ,Stravius ,FRA,A ,51.66,Men's 100 Butterfly,Jeremy Stravius,Jeremy Stravius FRA,TRUE,,FALSE,FALSE,5166
Duncan ,Scott ,GBR,A ,48.66,Men's 100 Freestyle,Duncan Scott,Duncan Scott GBR,TRUE,,FALSE,FALSE,4866
Richard ,Bohus ,HUN,A ,48.92,Men's 100 Freestyle,Richard Bohus,Richard Bohus HUN,TRUE,,FALSE,FALSE,4892
Dominik ,Kozma ,HUN,A ,48.89,Men's 100 Freestyle,Dominik Kozma,Dominik Kozma HUN,TRUE,,FALSE,FALSE,4889
Dominik ,Kozma ,HUN,A ,01:47.4,Men's 200 Freestyle,Dominik Kozma,Dominik Kozma HUN,TRUE,,FALSE,FALSE,10740
Filippo ,Magnini ,ITA,A ,48.79,Men's 100 Freestyle,Filippo Magnini,Filippo Magnini ITA,FALSE,,FALSE,TRUE,4879
Tae Hwan ,Park ,KOR,A ,48.91,Men's 100 Freestyle,Tae Hwan Park,Tae Hwan Park KOR,TRUE,,FALSE,FALSE,4891
Tae Hwan ,Park ,KOR,A ,01:46.3,Men's 200 Freestyle,Tae Hwan Park,Tae Hwan Park KOR,TRUE,,FALSE,FALSE,10630
Tae Hwan ,Park ,KOR,A ,03:44.3,Men's 400 Freestyle,Tae Hwan Park,Tae Hwan Park KOR,TRUE,,FALSE,FALSE,22430
Tae Hwan ,Park ,KOR,A ,15:11.0,Men's 1500 Freestyle,Tae Hwan Park,Tae Hwan Park KOR,TRUE,,FALSE,FALSE,91100
Sebastiaan ,Verschuren ,NED,A ,48.25,Men's 100 Freestyle,Sebastiaan Verschuren,Sebastiaan Verschuren NED,TRUE,,FALSE,FALSE,4825
Sebastiaan ,Verschuren ,NED,A ,01:45.9,Men's 200 Freestyle,Sebastiaan Verschuren,Sebastiaan Verschuren NED,TRUE,,FALSE,FALSE,10590
Konrad ,Czerniak ,POL,A ,48.56,Men's 100 Freestyle,Konrad Czerniak,Konrad Czerniak POL,TRUE,,FALSE,FALSE,4856
Konrad ,Czerniak ,POL,A ,51.22,Men's 100 Butterfly,Konrad Czerniak,Konrad Czerniak POL,TRUE,,FALSE,FALSE,5122
Pawel ,Korzeniowski ,POL,A ,48.55,Men's 100 Freestyle,Pawel Korzeniowski,Pawel Korzeniowski POL,TRUE,,FALSE,FALSE,4855
Pawel ,Korzeniowski ,POL,A ,51.46,Men's 100 Butterfly,Pawel Korzeniowski,Pawel Korzeniowski POL,TRUE,,FALSE,FALSE,5146
Marius ,Radu ,ROU,A ,48.76,Men's 100 Freestyle,Marius Radu,Marius Radu ROU,TRUE,,FALSE,FALSE,4876
Andrey ,Grechin ,RUS,A ,48.18,Men's 100 Freestyle,Andrey Grechin,Andrey Grechin RUS,TRUE,,FALSE,FALSE,4818
Joseph ,Schooling ,SIN,A ,48.58,Men's 100 Freestyle,Joseph Schooling,Joseph Schooling SIN,TRUE,,FALSE,FALSE,4858
Joseph ,Schooling ,SIN,A ,50.96,Men's 100 Butterfly,Joseph Schooling,Joseph Schooling SIN,TRUE,,FALSE,FALSE,5096
Joseph  ,Schooling,SIN,A ,01:55.7,Men's 200 Butterfly,Joseph Schooling,Joseph Schooling SIN,TRUE,,FALSE,FALSE,11570
Anze ,Tavcar ,SLO,A ,48.88,Men's 100 Freestyle,Anze Tavcar,Anze Tavcar SLO,TRUE,,FALSE,FALSE,4888
Velimir ,Stjepanovic ,SRB,A ,48.5,Men's 100 Freestyle,Velimir Stjepanovic,Velimir Stjepanovic SRB,TRUE,,FALSE,FALSE,4850
Velimir ,Stjepanovic ,SRB,A ,01:46.0,Men's 200 Freestyle,Velimir Stjepanovic,Velimir Stjepanovic SRB,TRUE,,FALSE,FALSE,10600
Velimir ,Stjepanovic ,SRB,A ,03:46.7,Men's 400 Freestyle,Velimir Stjepanovic,Velimir Stjepanovic SRB,TRUE,,FALSE,FALSE,22670
Caeleb ,Dressel ,USA,A ,48.23,Men's 100 Freestyle,Caeleb Dressel,Caeleb Dressel USA,TRUE,,FALSE,FALSE,4823
Raphael ,Stacchiotti ,LUX,B ,50.64,Men's 100 Freestyle,Raphael Stacchiotti,Raphael Stacchiotti LUX,TRUE,,FALSE,FALSE,5064
Raphael ,Stacchiotti ,LUX,A ,02:00.3,Men's 200 Individual Medley,Raphael Stacchiotti,Raphael Stacchiotti LUX,TRUE,,FALSE,FALSE,12030
